,text,affect
652,When your sister is 19 and throws legitimate temper tantrums just to get attention..,anger
653,This provocation sets off a curiosity. An entity is feeding fuel to the fire. speaking quatrains. Hmmm America needs to be vigilant now,anger
654,I guess #bradangelina &gt; #anger &gt; #blacklivesmatter,anger
655,Now that I have my ex's number now its time to prank him. #revenge #prank #whatprankIshoulddo seriously what prank I should I do,anger
656,"Do not despise the Lord ’s #discipline, do not #resent his rebuke, because the #Lord disciplines those he loves... #Proverbs 3:11-12",anger
657,Guy across from me in a really ugly suit cannot stop expressing his displeasure,anger
658,Some moving clips on youtube tonight of the vigil held at Tulsa Metropolitan Baptist church for #TerenceCruther #justice #anger #sadness,anger
659,I think I must scare my coworkers when I'm eating like a rabid animal on my breaks #srry,anger
660,Why a puerto Rican with Taino hair and a black nose gotta ruffle your targeted feathers?,anger
661,Listening to Joey really helps me and my anger.,anger
662,i can't believe they're all messing up my favourite of all bakes i feel personally offended,anger
663,I think they may be #offended,anger
664,I am using twitter as a coping mechanism for raging out at this kid oops?,anger
665,Ok but I just got called a 'White Devil' on the train and I didnt know whether to laugh or be offended,anger
666,#india will take #revenge  by making 3 new movies like #phantom and they will be like #ghus_k_maren_ge this is how indian army take revenge,anger
667,Drop Snapchat names #bored #snap #swap #pics,anger
668,Damn our offense is a mix bag of unpredictable lethal weapons I'm worried for Defense Coordinators 😁 #Chargers #Boltup #Recharged,anger
669,the bee sting still suck i feel sick,anger
670,I just love it when people make plans for me without actually including me in this process ,anger
671,pressure does burst pipes 😭,anger
672,I screened my own snap what kind of narcissistic ass would smh,anger
673,I don't even #feel #anger anymore can't explain it .. #Tulsa #Charlotte #Trayvon #SandraBland #Philando #Ferguson #BatonRouge #MichaelBrown,anger
674,jamming out to fury in math class wanting to die hbu,anger
675,"So I wished my sis 12 midnight but received no reply from her. My 2nd sis JUST wished her, got a reply. You know who's the fav #offended",anger
676,can't believe Achilles killed me! ,anger
677,Indignation: [whispers to date during that terrific Lerman/Letts centerpiece scene] That's his overwhelming sense of indignation.,anger
678,Thatmoment you're watching #worstcelebritycooks and your bubble is burst by finding out KyleXY is gay and married😭 #nochance #KindaDontMind😉,anger
679,Women don't like girls because we resent them for looking so great/we wish we still looked like that  #washed,anger
680,Hey folks sorry if anything offensive got posted on here yesterday my account got hacked. All fixed now though. I hope :-/ #angry #annoyed,anger
681,"My leg feels like it's gonna burst, yet I'm still expected to go into work:):)",anger
682,"The best revenge is to move on, get over it, and continue to succeed. Never give someone the satisfaction of watching you suffer.",anger
683,Get to work and there's a fire drill. #fire  #outthere #inthedark,anger
684,Get to work and there's a fire drill. #fire #burning #outthere #inthedark,anger
685,"significantly, with a #bitter smile, 'let me",anger
686,Brendan Rodgers looks fuming 😭,anger
687,My baskets are better when I'm in a bad mood someone irritate me before practice please,anger
688,Be chill af if you want to offend someone.,anger
689,you know cyran still hasn't done makeup based on jeongguk's tiddy like i suggested and i'm #offended,anger
690,"So I wished my sis 12 midnight but received no reply from her. My 2nd sis JUST wished her, got a reply. You know who's the fav ",anger
691,oh these old things on my face? nah they're not tears from school related anger and frustration nope never,anger
692,British humour should offend and challenge mainstream views. Hat off to Clarkeson. The ultra left should go and kneel before Allah!!,anger
693,I need all your attention! If I don't I'll pout..,anger
694,"Because it was a perfect illusion, but at least now I know what it was.  #ladygaga #iscalming#mysoul",anger
695,Puzzle investing opening portland feodal population is correlative straight a snorting infuriate: XLzjYhG,anger
696,When you forget to mention you were bought dreamboys tickets 🙄😂 #raging,anger
697,Nick said he's territorial and he'll growl if someone gets too close to me #hesananimal,anger
698,"I don't mean to offend anyone, but 93.7 literally blames everything on white people. In some cases it's true, but a lot of times, it's not",anger
699,He totally knew about it'. Trump finally gets revenge for his son-in-law's prosecution/imprisonment and throws Christie under the bus.,anger
700,Inner conflict happens when we are at odds with ourselves. Honor your values and priorities. #anger #innerconflict #conflict #values,anger
701,Are belittling kitty straight a service? provoke lift aboard!: Wycelv,anger
702,And she got all angry telling me 'but what would be doing a 40 year old guy looking for a girl like you' and I felt ,anger
703,Like I can't do 12 hours worth of standing or calorie burning in 3 hours 😭😭😭😭 #1stworldprobs4vs,anger
704,I wonder what would happen if I were to tell some people the truth #savage #uhoh ,anger
705,the teams that face Barca and Bayern after a defeat are the ones who face the wrath,anger
706,I just don't understand why everyone is so #angry we all just want to live and thrive don't we?,anger
707,#welfarereform should not be a 'model' for #snap.,anger
708,Skipping meals is the national way of showing #disappointment and #anger. #wiz,anger
709,streets of rage 2 was hard to find for a while and then Itunes stepped in and the guys doing the vinyl \nmade it so simple,anger
710,why are people so angry toward veggie burgers at in n out wtf,anger
711,"I mean I'm not done watching the pilot, but it's nice to see a group of actors perform without story lines dripping relentless nihilism.",anger
712,Egyptian officials expressed frustration and outrage over the Obama/Hillary administration’s support of the Muslim Brotherhood,anger
713,matt and i just did a psychological study on provocation in abusive relationships.,anger
714,Who knew softballs could sting so bad? Jimmy Fallon has been under a lot of heat for his &amp;ldquo;softball&amp;rdquo; Donald Trump interview,anger
715,Paul forever. Paul should have won! Paul played such a better game! #BB18 #angry,anger
716,The sun literally burning my skin,anger
717,That feel when you travel 700 miles to pick up a form that arrives in the post two days after you leave. ,anger
718,Chris ate all my mac n cheese so imma eat all his taffy ,anger
719,Chris ate all my mac n cheese so imma eat all his taffy #revenge,anger
720,It's weird because I was discussing sex resentment and confusion in the thing I was writing last night.,anger
721,"As if he heard my thought on the ether, my #ex has just posted #facebook pic of himself snuggling up with said #cats... now Im just ",anger
722,Paul forever. Paul should have won! Paul played such a better game! #BB18 ,anger
723,"The best #revenge is to move on, get over it, and continue to #succeed. Never give someone the #satisfaction of watching you #suffer....!!!",anger
724,75' Tierney reaches a deep cross to the back post and plays it back across but the Alloa defence clear. Celtic relentless here.,anger
725,Can't believe I've only got 2 days off left 🙄 #backtoreality ,anger
726,I get embarrassed at the slightest things and then I'll fret about it all day I hate it,anger
727,#Taurus will react angrily when she can't take being provoked any longer.,anger
728,"I think Paul is what's bitter, not the pastry",anger
729,"After becoming boiling hot, after slowly melting, my heart is frozen.",anger
730,Realizing that holding a grudge for long is immaturity is wisdom,anger
731,Some moving clips on youtube tonight of the vigil held at Tulsa Metropolitan Baptist church for #TerenceCruther #justice  #sadness,anger
732,I believe women are more fiery because once a month they go through struggle and struggle is what develops a strong character.,anger
733,"im also definitely still bitter about the yellow ranger not being asian, but asian representation in hollywood is essentially a shrug anyway",anger
734,Did we miss the fact that #BurkeRamsey swung &amp;hit his sister #JonBenet in the face with a golf club previously out of a fit of ?,anger
735,LIFE TIP 101. I know unresolved #anger is likely to cause problems in several areas of my life. I must recognize it &amp; properly deal with it.,anger
736,Projection is perception. See it in someone else? You also at some level have that within you. #anger #worry,anger
737,Controlling #anger is a sign of those #righteous people promised #Paradise in the #Quran in Surah Al Imran verses 133-134 #reward #goodDeed,anger
738,If i could just get my line to block! #germantownbroncos #lilleague #popwarner #Broncos #usafootball  #lineman,anger
739,my momma irritate me asking all these questions like gone 😤,anger
740,The bubble has officially burst. 98 boys to beat for the trophy and all the glory #wptmain #bye,anger
741,I offend u,anger
742,np rum rage,anger
743,Some bloke on the train who's obviously trying to provoke West Ham fans by loudly slagging off the stadium to his mate on the phone,anger
744,#welfarereform should not be a 'model' for .,anger
745,"Trumpism likewise rests on a bed of racial resentment that was made knowingly and intentionally, long before Trump got into politics.",anger
746,"If you let a general tweet offend you, you definitely shouldn't be on twitter.",anger
747,"As your own lives in order to complete our amazing life journey successfully, it is there. #bitter",anger
748,straight people are canoodling on the quad and I'm ,anger
749,remember when that guy got #angry that i kept saying gary sanchez was the best baseball player in the world... lmao,anger
750,My husband found out there are other rabid hockey fans like me as we waited in line 4 of the 6 window stickers were for SJ NHL/AHL hockey.,anger
751,I've been wanting salty fries from McDonald's since yesterday and I'm burning my fingers eating them bc these shits 🔥🔥🔥,anger
752,Love how Megan is raging about this Kendall Jenner photo and I'm sat here like 🤔🙃,anger
753,Because you offended by the lies of Alexandria Goddard doesn't mean that I'm Deric's friend or anything else. Purely a fishin expedition.,anger
754,"Y'all really insult coz of soccer???  Lmao, wow!!!!!!",anger
755,What terrible thing to see and have no vision-\n\nHelen Keller-\n\n-Begin with the end in mind-\n\nStephen Covey-\n\n #whereareugoing ,anger
756,What terrible thing to see and have no vision-\n\nHelen Keller-\n\n-Begin with the end in mind-\n\nStephen Covey-\n\n#whereareugoing #relentless,anger
757,"The bitter the battle, the sweeter the victory...",anger
758,i resent biting my tongue.,anger
759,You can't fight the elephants until you have wrestled the pigs. #quoteoftheday ,anger
760,People often grudge others what they cannot enjoy themselves.,anger
761,Scored madden 13 on vita for $20AU today.  Bloke didn't know what he had. I'd have happily paid $70 🤑 my only ever bargain! #bargain #vit,anger
762,Now they fret about scuffs. I’ll take scuffs (which…come in) for a phone I can use wet handed or drop in a toilet any day.,anger
763,"If ydu yell 'fire' in a crowded theater you will burst into flames. It's a cool trick, bu: only once.",anger
764,Congress acting indignant over the  #EpiPen pricing is quite disingenuous since they craft the laws that allow such gouging!!,anger
765,"Grateful for all the hungry people in my life! Hungry to learn, change, grow, help, etc - not sure anybody has it better! ",anger
766,I have a rage rage ep 2 coming out soon I'll keep you posted on it #YouTube #youtubegaming ,anger
767,"When anger rises, think of the consequences. #quote #wisdom #anger",anger
768,New madden kicking 🚮,anger
769,I was going to say that Rooney is a shadow of his former self but I don't want to offend any shadows. #NTFCvMUFC,anger
770,When you burst out crying alone and u realize that no one truly knows how unhappy you really are because you don't want anyone to know,anger
771,schneiderlin taking his revenge for the 2 fouls,anger
772,you are an angry glass of vodka,anger
773,one month til someone's bday and i think it's time to flaunt that I got them something pretty awesome #revenge,anger
774,"be strong, independant and practical. stop living in your world of fantasy. snap out of it. the faster u get used to the reality, the better",anger
775,Time wounds all heels.\n\n #DrunkJesus #rt #lol #wisdom #quote #comedy #self #Revenge  #hate #time #funny #politics #Trump #POTUS2016,anger
776,you know cyran still hasn't done makeup based on jeongguk's tiddy like i suggested and i'm ,anger
777,The most important thing to #bestrong is to hold your #anger #thoughts,anger
778,I believe I'm gonna start singing in my snap stories on the tractor. Switch it up a little bit.,anger
779,doing some testing with my current earth burst team,anger
780,"If my luck the rest of Fall goes anything like today, I think I'm going to like this season. #bestdayever #magic #work ",anger
781,"also other ppl who i love a whole damn lot; erica, joanna, tiff, sirli, harley, anja, (the rest of the gc bc i ran out of chara!)",anger
782,"“Do not fret if you are not cool! Humans who follow me, become instantly cool!” #Bot",anger
783,Can't wait to be in my Ninja turtle costume raging at OSU again this Halloween 😈,anger
784,The best revenge is massive success. –Frank Sinatra,anger
785,"Despite my sharing O'Neill's article, what saddens me about the Gazza case is there seems to be more fury about the sentence than the remark",anger
786,I need to stop second guess myself and just go with the first thought and go with it. #relentless,anger
787,We worship at Your feet\nWhere wrath and mercy meet\nAnd a guilty world is washed\nBy love's pure stream\n—Graham Kendrick,anger
788,"Dear future big brother players, just chase dick all season and you too can win 500,00 dollars and an Sti #bb18 ",anger
789,"“He who is slow to anger is better than the mighty, And he who rules his spirit than he who takes a city.”\nP16:32 #bibleverse #pride #anger",anger
790,"Holding a grudge on someone will stop your blessings from God ,learn to forgive &amp; forget 🙏🏾",anger
791,Why does Candice constantly pout #GBBO 💄😒,anger
792,Nor hell a fury like a woman scorned -- William Congreve,anger
793,That is at least the 3rd time the balls been burst in our games,anger
794,Prayers &amp; Protection to our brothers and sisters fighting in #Charlotte #rage #against #machines,anger
795,Finally made my #fury #warrior guide. Let me know your thoughts,anger
796,"Nurse practitioner: 'you look pretty bad. No offense of course.'  \n\nThank you, that really added that spark of positivity I needed today.",anger
797,and apparently he's supposed to have a Scottish accent??? I'm ,anger
798, I can't guess if you holding a grudge against the best',anger
799,GAMEDAY VS BUFORD TODAY AT 5:30 AT HOME!!!!!!!!! NEVER BEEN SO EXCITED #revenge,anger
800,Tonight's #DragRace #AllStars2 episode GAVE ME LIFE! Yaassss queens! #teamalaska #teamkatya #revenge #bwahaha,anger
801,my wasp sting is so itchy,anger
802,srry my feelings offend u 🤗,anger
803,Sorry to burst your bubble but it isn't that century anymore. Welcome to the 21st century.,anger
804,I can't even right now #bb18 ,anger
805,Asian Tiger #Mosquitoes are so relentless. More aggressive than the kind I dealt w/as a kid.,anger
806,Sometimes the best motivations come from 'proving them wrong' #energy #relentless #MotivationalQuotes,anger
807,"Are you lost in the fury, fearing that you'll fail?",anger
808,my alarm clock was ringing this morning n my flatmate knocked on my door and asked if i set anything on fire or if i'm burning alive :) :):),anger
809,i love that tay &amp; tiff are just sitting at my house while i'm at work 🙃,anger
810,"“He who is slow to anger is better than the mighty, And he who rules his spirit than he who takes a city.”\nP16:32 #bibleverse #pride ",anger
811,Skipping meals is the national way of showing #disappointment and . #wiz,anger
812,being bitter only hurts yourself lmaooo,anger
813,Sometimes I think the British political landscape is desolate and then I look over at the foaming wasteland of the US and think we're OK,anger
814,A wise man told me that holdin' a grudge is like\nLetting somebody just live inside of your head rent free,anger
815,Heading home to cut grass in the heat. All I wanna do is go out to eat somewhere air conditioned.  #AdultingIsTheWorst,anger
816,When you forget to mention you were bought dreamboys tickets 🙄😂 ,anger
817,Praying for the #Lord to keep #anger #hate #jealousy away from your heart is a sign of #maturity #conciseness,anger
818,My little sister sure can hold a grudge 😂😂😂,anger
819,one of the main things im doing w/ 13c is filling in the void of my empty bitter heart by making everything how i wanted it to be growing up,anger
820,snap music kept me from running into traffic 2005-2007.,anger
821,"When anger rises, think of the consequences. #quote #wisdom ",anger
822,Never make a #decision when you're #angry and never make a #promise when you're #happy. #wisewords,anger
823,Keep in mind. We're all weak. Don't insult people just because they're human.,anger
824,Projection is perception. See it in someone else? You also at some level have that within you.  #worry,anger
825,So Rangers v Celtic ll #revenge,anger
826,When a grown adult doesn't drink or has never drank before I just assume they were raised around a raging alcoholic and they want no parts.,anger
827,"#Zumba, #PiYo and #HIIT sessions. Sweaty, burning but sooooooo good! #missedoutonsummerbikinibodybutwintersunbodywilldo",anger
828,Anger is cheap and politeness is expensive. Don't expect everybody to be polite. #ThoughtfulThursday  #politeness,anger
829,don't give someone power by letting their words offend you,anger
830,Lot 100 would give Ghandi road rage,anger
831,"How can I tell Happy Anniversary, when u are not happy..  #ampalaya #paitpaitanangpeg",anger
832,when you find out the initiative isn't even a thing 😧 ,anger
833,#Awareness seek #shelter .#Letgo Old #habit of chasing #desires resultin in #anger #fear #worry .#Choose #Satisfaction within #Peace #Relax,anger
834,Anger is cheap and politeness is expensive. Don't expect everybody to be polite. #ThoughtfulThursday #anger #politeness,anger
835,Holding a #grudge doesn't make you #strong; it makes you #bitter. #Forgiving doesn't make you #weak; it sets you #free.,anger
836,Standard Candice starting the show with a pout #startasyoumeantogoon #GBBO,anger
837,Who got madden 17 or 2k17 ps4 add TrackdawgT lets run it,anger
838,I wish the next madden has a story mode too. Just like Fifa 17 #madden,anger
839,The best revenge is massive success.,anger
840,"Tiangong 1, China's first space laboratory, will come to a fiery end in late 2017. The average decommissioned satellite either burns ...",anger
841,Houston might lose a coach tomorrow or by midnight. #yikes ?,anger
842,"Well, the lines for Sweden's goals sure sting.",anger
843,Don't get #bitter get #BETTER,anger
844,Don't be bitter,anger
845,Recommended reading: Prisoners of Hate by Aaron Beck ,anger
846,Leveled at the half. Much better offense expected in the second half,anger
847,#firsttweetever sippin #hotchocolate wondering #why I finally gave in &lt;3 haha #hellloooootwitter - ...its because #facebookisforfamily ,anger
848,One of my favorite classic cars is the Plymouth fiery.,anger
849,"As your own lives in order to complete our amazing life journey successfully, it is there. ",anger
850,Kik me I want to swap pics I will post on my account anonymously if you wish Kik: vsvplou #Kik #kikme #snap #nudes #tits #snapchat,anger
851,Focus on yourself. Don't let other's love define you when you're happy and don't let it make you bitter if you get hurt.,anger
852,I wish the next madden has a story mode too. Just like Fifa 17 ,anger
853,Need a new outlet for ,anger
854,Colors of the leaves are- changing.  Heatwaves in LA still- raging.  Lattes made in batches. Visit pumpkin patches. #FallSongs,anger
855,"It takes a man to suffer ignorance and smile. Be yourself, no matter what they say. ",anger
856,You can't fight the elephants until you have wrestled the pigs. #quoteoftheday #relentless,anger
857,ESPN just assumed I wanted their free magazines ,anger
858,"If my luck the rest of Fall goes anything like today, I think I'm going to like this season. #bestdayever #magic #work #snap",anger
859,These #NewEnglandPatriots jerseys look like some whack ones that you tried to make when you made custom jerseys on #madden  04,anger
860,630am meeting Olympic House #10golds24 .  #neverquit #believe #dreambig #TeamTTO #going4gold,anger
861,Houston might lose a coach tomorrow or by midnight.  #yikes #offense?,anger
862,It's easy to hold a grudge harder to let go.,anger
863,Prayers &amp; Protection to our brothers and sisters fighting in #Charlotte  #against #machines,anger
864,testing ,anger
865,Happiness is the best revenge,anger
866,I forgot about this nice area down here with the fiery hearths,anger
867,"It takes a man to suffer ignorance and smile. Be yourself, no matter what they say. #sting",anger
868,"Oh my. Watching #rage. It's been like, ages",anger
869,Like hello? I am your first born you must always laugh at my jokes. ,anger
870,Sometimes the best motivations come from 'proving them wrong' #energy  #MotivationalQuotes,anger
871,Tonight's #DragRace #AllStars2 episode GAVE ME LIFE! Yaassss queens! #teamalaska #teamkatya  #bwahaha,anger
872,and naoto nod she also like tha bands. but she also frown. 'Will the bands 'Papa Roach' be at concert...?',anger
873,"If someone keeps #laughing at you, don't #fret  . At least u r giving #happiness .'\n#quotes #quotestoliveby",anger
874,The most important thing to #bestrong is to hold your  #thoughts,anger
875,So Rangers v Celtic ll ,anger
876,I think they may be ,anger
877,I should really study today for chemistry but playing madden is just way more fun.,anger
878,i love the word fret so much and im in heaven,anger
879,Thursdays at 6pm Vespers &amp; Meditation #prayerful #plainsong #multisensory #candles #incense #psalms #music #silence #faithful sing or listen,anger
880,pray for my boy huff,anger
881,GAMEDAY VS BUFORD TODAY AT 5:30 AT HOME!!!!!!!!! NEVER BEEN SO EXCITED ,anger
882,snap: hiAleshia 😃,anger
883,I need to stop second guess myself and just go with the first thought and go with it. ,anger
884,630am meeting Olympic House #10golds24 .  #relentless #neverquit #believe #dreambig #TeamTTO #going4gold,anger
885,Drop Snapchat names #bored  #swap #pics,anger
886,Follow me on Snapchat 👻 Carlabtst15 #snapchat ,anger
887,"I love when #girls are busy in teaching how to #pout while taking #selfie in a mall , their desication is immense #women love #perfection",anger
888,hate to see y'all frown but I'd rather see him smiling 💕✨,anger
889,Kik me I want to swap pics I will post on my account anonymously if you wish Kik: vsvplou #Kik #kikme  #nudes #tits #snapchat,anger
890,ordered my vacation bathing suits. one less thing to fret about.,anger
891,Cheap pout my brodcast,anger
892,Ughhh love a clean house and my incense lit aromatherapy,anger
893,Follow me on Snapchat 👻 Carlabtst15 #snapchat #snap,anger
894,"Grateful for all the hungry people in my life! Hungry to learn, change, grow, help, etc - not sure anybody has it better! #relentless",anger
895,Love the new song I can't stop thinking about you by #sting.,anger
896,one month til someone's bday and i think it's time to flaunt that I got them something pretty awesome ,anger
897,"Ellie just gave me loads of gifts with notes on em for uni n I burst out in tears, I LOVE HER😩",anger
898,I'm girly in the sense that I always have lashes &amp; nails done but tomboy in the sense that black is my only color &amp; refuse the ruffle life,anger
899,Follow up. Follow through. Be #relentless. #success,anger
900,rose incense are the best thing I've ever bought,anger
901,Follow up. Follow through. Be . #success,anger
902,Wrinkles should merely hide where frown have been.  - Mark Twain,anger
903,Love the new song I can't stop thinking about you by .,anger
904,I know this is going to be one of those nights where it takes an Act of God to fall asleep. ,fear
905,This is #horrible: Lewis Dunk has begun networking #a Neo-Geo with a his holiday home in Mexico.,fear
906,"Really.....#Jumanji 2....w/ The Rock, Jack Black, and Kevin Hart...are you kidding me! WTF! #ThisIsATerribleIdea ",fear
907,"Really.....#Jumanji 2....w/ The Rock, Jack Black, and Kevin Hart...are you kidding me! WTF! #ThisIsATerribleIdea #horrible",fear
908,"Are you worrying/worried?\n1Peter 5:7\nThrow all your worry on him, because he cares for you.#faith #leadership #worry #mindfulness #success",fear
909,If my concerns &amp; anxiety don't matter to you then I shall return the favor. #EyeMatter,fear
910,There goes the butterflies in my stomach. #nervous #anxietyproblems,fear
911,There goes the butterflies in my stomach.  #anxietyproblems,fear
912,"Honestly, there are some awful people on the internet... smh...",fear
913,“We can easily #forgive a #child who is #afraid of the #dark; the real #tragedy of #life is when #men are #afraid of the #light.”–Plato,fear
914,Having a terrific Tuesday? Crush it today with the Power of 4. Treat your internet like Pizza =D \n#PowerOf4,fear
915,The Apocalypse has hit our gym and it's  nothing what I thought it would be...\n\nEveryone is wearing vests! What if it's contagious? #afraid,fear
916,The Apocalypse has hit our gym and it's  nothing what I thought it would be...\n\nEveryone is wearing vests! What if it's contagious? ,fear
917,You want  bad service use #frontier they have #terrible service. Go to #AT&amp;T anybody is better. I am going to complain to better business,fear
918,"By officialy adopting #BurhanWani, a #Hizbul terrorist, #Pakistan n #NawazSharif hv md a cardinal mistake 2day tht'll haunt fr years. #UNGA",fear
919,Okay. Brace yourself. I will attempt my first loaf of bread in the morning. I will use a dutch oven. I will make the dough now. #nervous,fear
920,Okay. Brace yourself. I will attempt my first loaf of bread in the morning. I will use a dutch oven. I will make the dough now. ,fear
921,"The 2nd step to beating #anxiety or #depression is realising that it's not about waiting for ...., Take action yourself now.",fear
922,Nothing worse than an uber driver that can't drive. #awful,fear
923,Nothing worse than an uber driver that can't drive. ,fear
924,Watching It Follows.  This is a super freaky movie.  #scary,fear
925,"They'll be yo friend, shake your hand, then kick in yo door thas the way the game go🤖🤐.",fear
926,And I cried in front of my guy last night. And it's just been a horrible week but it's only for a week,fear
927,"Came in to work today 1.5 hours late.1st thing I hear: 'Ma'am,the big boss has been waiting for you in his office.' #panic #hateBeingLate 😩😪",fear
928,also i had an awful nightmare involving being sick where worms were involved i was so disgusted when i woke up,fear
929,"At school, my classmate is with me at music class and he sang Hallelujah like, god, with my friend we were breathless.",fear
930,#Awareness seek #shelter .#Letgo Old #habit of chasing #desires resultin in #anger #fear #worry .#Choose #Satisfaction within #Peace #Relax,fear
931,"Ever been really lonely and your phone keeps blowing up, but you just can’t pick it up and respond to people?  #recluse #issues",fear
932,My Modern Proverb: 'Don't let anyone intimidate you about being single; most marriages end in divorce.',fear
933,"He called me fat, so I pushed him into the lockers then he threaten to sue me' 😂",fear
934,I have been seeing terrible terrible prescriptions this week. What's going on?,fear
935,Dunno y am going to the Yorkshire scare grounds when I only lasted a minute in the Alton towers one before running out a fire exit crying,fear
936,Rooney shocking attempted cross,fear
937,That's an awful miss from Rooney.,fear
938,Another fun fact: i am afraid,fear
939,Why upping rooms makes a few apprehend leaving out charcoal ownership: UnZU,fear
940,I don't want speak front to him #afraid #intimidate #nopanicattack,fear
941,I don't want speak front to him   #nopanicattack,fear
942,I want to be a woman who #overcomes obstacles by tackling them in #faith instead of tiptoeing around them in #fear. Renee Swope,fear
943,When you're scared to press send #bgoodthepoet #PrayForMe #ThisIsAGodDream #career #help #fear #heart #HeartRacing,fear
944,When you're scared to press send #bgoodthepoet #PrayForMe #ThisIsAGodDream #career #help  #heart #HeartRacing,fear
945,About 7 weeks till I can pick up my camera again. Though I think there is a group cemetery shoot in october I can make! #photography #horror,fear
946,About 7 weeks till I can pick up my camera again. Though I think there is a group cemetery shoot in october I can make! #photography ,fear
947,Thanks for ripping me off again #Luthansa €400 not enough for a one way flight to man from Frk then €30 for a bag then free at gate #awful,fear
948,Thanks for ripping me off again #Luthansa €400 not enough for a one way flight to man from Frk then €30 for a bag then free at gate ,fear
949,T5ylw ansh a79l shy 7lw mn wayed nas fe whatsapp,fear
950,The moment you bring her to meet your best friend and you're nervous af! 😬😆  #thefriendtest,fear
951,The moment you bring her to meet your best friend and you're nervous af! 😬😆 #nervous #thefriendtest,fear
952,Northampton are awful 🙈,fear
953,It really is amazing the money they give to some of these QB's #nfl #texans #brock ,fear
954,It really is amazing the money they give to some of these QB's #nfl #texans #brock #terrible,fear
955,"#twitter #users Tweeting on twitter is like playing a game against the computer. Where's the life, Everyone too #afraid to say something?",fear
956,Tweeting from the sporadic wifi on the tube #perilous,fear
957,Tweeting from the sporadic wifi on the tube ,fear
958,Southend players always haunt Man U,fear
959,"If i start growing out my mustache now, I can be Pablo Escobar for Halloween!!!",fear
960,Not the best horror ever but I like that the uncertainty,fear
961,Hillary Clinton looked the other way to the Saudi war on women and their terror financing because they bought her off.,fear
962,"it's horrible cos no one can relate,  everyone is happy and dandy in one way or another",fear
963,"Gahh...BT, in queue for 30 minutes.. Now put through to BT Sport dept to cancel... back in a queue again... #shocking",fear
964,"Gahh...BT, in queue for 30 minutes.. Now put through to BT Sport dept to cancel... back in a queue again... ",fear
965,An adviser to the #European #Union’s top #court said #Hamas and the #Tamil #Tigers should be taken off the EU’s #terror list.#lka,fear
966,#Matthew 25; 1-13\nCould somebody shoot a #video about it?\nIt could be 1 of those #horror videos but in the same time turning many 2 #Christ,fear
967,Be #afraid of the #quiet ones they are the ones who actually #think.,fear
968,What we fear doing most is usually what we most need to do.' ~Tim Ferriss #inspiring #inspired #motivation #fear #success #hustle,fear
969,What we fear doing most is usually what we most need to do.' ~Tim Ferriss #inspiring #inspired #motivation  #success #hustle,fear
970,a pedicure is supposed to be nice but honestly I'm so nervous rn my feet are too ticklish,fear
971,US you need to band together not apart #nevertrump he promotes hatred and fuels #fear,fear
972,US you need to band together not apart #nevertrump he promotes hatred and fuels ,fear
973,"What a shamefull, unequal, dangerous and worrying world we live in nowadays! #terrifying #Charlotte  #shitworldforourkids",fear
974,Been up since 4am. Too scared to go back to sleep #nightmare — feeling scared,fear
975,"BibleMotivate: Are you worrying/worried?\n1Peter 5:7\nThrow all your worry on him, because he cares for you. #faith #leadership  #mindfu…",fear
976,"That boy so intimidated he go back and say dumb mess like that. 🤔 lol boy please, you know good and well.",fear
977,The ecosystem is meant to break thru the wall of #apprehension. It's easy to follow a fave music star &amp; watch their goings on–but #dentists?,fear
978,Plus why did I have a baby 4 days before Christmas this is gonna haunt me forever!!!,fear
979,inha's and seol's banter is rly fun to read. im in awe that seol is willing to deal with her tho,fear
980,and I'm up from a dream where I said something really retarded on twitter and it got like 10000 retweets #nightmare,fear
981,and I'm up from a dream where I said something really retarded on twitter and it got like 10000 retweets ,fear
982,I'm way too busy and tired all the time to worry about my past and the things I should be regretting (but I never am).,fear
983,When City Hall has the fire alarm go off and it's been 15 minutes and the fire department still isn't here,fear
984,The #Texans should never play a prime time game again...this is #awful #TNF,fear
985,The #Texans should never play a prime time game again...this is  #TNF,fear
986,So going to local news immediately after #DesignatedSurvivor turns out to be a smooth transition. 'Chaos! A raging fire!...' #media #fear,fear
987,So going to local news immediately after #DesignatedSurvivor turns out to be a smooth transition. 'Chaos! A raging fire!...' #media ,fear
988,😫 ughh I just want all this to be over.. it's like a nightmare! can we all just get along?,fear
989,Time for some despair #SDR3 #despair #fuckthisanime,fear
990,Time for some despair #SDR3  #fuckthisanime,fear
991,Fuckin restless,fear
992,I #cry out #fear to clear a #path\nBut my Voice seems 2 silent 2 chase a #rat\nAm just indoor #expecting to open door\na #weak wise #fool I am,fear
993,#quote What U #fear controls U. Fear is not out in life but in ur mind. Real difficulties can be overcome - Cheryl Janecky,fear
994,I hate those sugar cookies shit is awful,fear
995,what to wear Friday \nspeaking in front of 100's.   #nervous,fear
996,In honor of Shawty Lo passing away I made Dey Know my new alarm clock song so I wake up with the right attitude everyday lol,fear
997,second episode of AHS 6 here i go #panic,fear
998,second episode of AHS 6 here i go ,fear
999,I can never find the exact #emoji that I'm after at the exact moment that I need it #nuclear #missiles.\n\n#IndianArmy ,fear
1000,The Car' (1977)\nA middle of the road #horror film that in the hands of a better filmmaker could've been a hell of a lot better. 5/10,fear
1001,The terror threat level really need to be raised,fear
1002,I'm going to get the weirdest thank you note--or worse--total silence and no acknowledgement. #anxiety,fear
