,ID,CITY,COUN,SUBJ,SEX,AGE,RELI,PRAC,FOCC,MOCC,FIEL,EMOT,WHEN,LONG,INTS,ERGO,TROPHO,TEMPER,EXPRES,MOVE,EXP1,EXP2,EXP10,PARAL,CON,EXPC,PLEA,PLAN,FAIR,CAUS,COPING,MORL,SELF,RELA,VERBAL,NEUTRO,affect,Field3,Field2,MYKEY,text,STATE,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50
384,11082,1,1,82,2,22,1,1,6,7,1,4,1,2,3,0,1,0,1,0,0,1,0,0,1,3,3,2,0,2,0,1,1,1,2,2,sadness,2,3,110824,When I woke up after a nightmare.,1,,,,,,,,,
385,11082,1,1,82,2,22,1,1,6,7,1,5,4,1,2,1,0,0,0,0,0,0,0,0,3,2,3,2,1,0,0,0,0,0,0,0,disgust,1,2,110825,Helping older people on the toilet.,1,,,,,,,,,
386,11083,1,1,83,1,27,8,2,7,4,1,2,3,3,3,0,1,1,0,0,0,0,0,0,1,1,3,0,0,0,5,0,3,2,1,1,fear,3,3,110832,Motor failure on a boat outside Gottenburg when we were in heavy  á seas and the wind was strong.  As we could not steer the boat we á drifted towards the rocks.  We did not succeed in attracting the á attention of any passerby until 4 hours had elapsed.,1,,,,,,,,,
387,11083,1,1,83,1,27,8,2,7,4,1,3,1,1,4,2,0,0,1,0,0,0,0,1,1,3,2,3,3,2,1,3,2,1,1,0,anger,1,4,110833,A lady I live with had not bothered to clean up before she went   á on holiday (I live in a collective).,1,,,,,,,,,
388,11083,1,1,83,1,27,8,2,7,4,1,4,4,4,4,1,1,1,1,0,0,0,0,0,3,2,3,2,0,0,1,0,2,1,0,1,sadness,4,4,110834,When I heard that a good friend had committed suicide.,1,,,,,,,,,
389,11083,1,1,83,1,27,8,2,7,4,1,5,3,3,4,4,0,1,1,0,0,0,0,2,3,1,3,3,0,3,1,3,2,0,0,0,disgust,3,4,110835,I was present when they found a shop-keeper dead in his shop.  á He had been shot with a shotgun at close range.,1,,,,,,,,,
390,11086,1,1,86,1,24,1,2,0,6,2,2,4,2,3,0,0,0,0,0,0,0,0,0,1,0,3,0,2,2,1,2,0,2,0,0,fear,2,3,110862,"When I was 7-8 years old, I woke up one night and found myself á alone at home.  My mother had gone out to buy cigarattes from a á machine.",1,,,,,,,,,
391,11086,1,1,86,1,24,1,2,0,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,anger,0,0,110863,[ No response.],1,,,,,,,,,
392,11086,1,1,86,1,24,1,2,0,6,2,4,3,4,3,1,0,1,0,0,0,0,0,0,2,2,0,0,0,1,5,0,2,0,3,0,sadness,4,3,110864,When I found out that I had failed to pass my exams during the á term by one point.  The fact that exactly the same thing had á happened last term did not help.,1,,,,,,,,,
393,11086,1,1,86,1,24,1,2,0,6,2,5,4,2,3,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,1,3,2,1,0,0,disgust,2,3,110865,"When I was touring Asia with my present football team, I saw old á Europeans with young asiatic prostitutes.",1,,,,,,,,,
394,11087,1,1,87,1,28,0,2,7,6,1,2,4,2,3,1,0,0,0,0,0,0,0,0,0,1,3,2,2,0,1,2,0,1,0,0,fear,2,3,110872,After mischieviously ringing on the chemist's trade-entrance á doorbell and getting caught by him.,1,,,,,,,,,
395,11087,1,1,87,1,28,0,2,7,6,1,3,3,2,3,2,0,0,1,0,0,0,0,1,1,1,3,2,1,3,5,3,0,1,0,0,anger,2,3,110873,The sight of a man who ran amok (fighting) at a dance.,1,,,,,,,,,
396,11087,1,1,87,1,28,0,2,7,6,1,4,4,3,3,0,0,0,1,0,0,1,0,0,2,2,3,3,1,1,1,0,1,1,2,1,sadness,3,3,110874,When out of work.,1,,,,,,,,,
397,11087,1,1,87,1,28,0,2,7,6,1,5,4,1,3,0,1,0,1,0,0,0,0,1,1,1,3,3,1,1,5,0,0,0,0,1,disgust,1,3,110875,"With my mouth full of bun, I drank directly from a packet of milk á which turned out to be weeks old (completely separated).  It took á a while for the milk to seep through the bun.",1,,,,,,,,,
398,11088,1,1,88,2,30,0,2,2,6,1,2,4,4,4,1,0,1,0,1,0,0,0,0,2,1,3,0,1,1,5,0,3,0,0,0,fear,4,4,110882,"When I was involved in a car accident last November, after the á first fall of snow.  I lost control of the car and it spun round á and landed on the opposite side of the road, on the hard á shoulder.  It was stopped by a pole on top of a bank sloping down á to a stream.",1,,,,,,,,,
399,11088,1,1,88,2,30,0,2,2,6,1,3,4,4,4,2,0,0,1,0,0,0,1,2,1,1,3,3,3,3,5,3,0,1,0,0,anger,4,4,110883,"With the job appointments committee when the headmaster in charge á explained that a male teacher was more suitable for the á particular post.  I had more years of service than the male á teacher, but this was not taken into consideration.  I could have á been given a less attractive job if things had gone the way the á headmaster wanted.",1,,,,,,,,,
400,11088,1,1,88,2,30,0,2,2,6,1,4,2,4,4,0,1,0,3,0,0,0,0,1,2,1,3,2,0,0,1,0,0,3,0,1,sadness,4,4,110884,A colleague's 17 year old daughter is seriously ill with cancer á and has only a year to live.  I  heard about it 6 weeks ago.,1,,,,,,,,,
401,11088,1,1,88,2,30,0,2,2,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,disgust,0,0,110885,[ No response.],1,,,,,,,,,
402,21001,1,2,1,2,21,1,2,5,1,9,2,3,3,4,3,0,1,2,0,0,1,0,1,1,2,3,0,3,1,1,0,1,0,0,1,fear,3,4,210012,"Having quarreled with a boyfriend, he threatened to leave me.",1,,,,,,,,,
403,21001,1,2,1,2,21,1,2,5,1,9,3,2,1,3,1,0,2,1,1,0,0,0,2,1,2,3,3,3,2,5,0,1,1,3,0,anger,1,3,210013,Someone didn't show up at a meeting in spite of having agreed to á come.,1,,,,,,,,,
404,21001,1,2,1,2,21,1,2,5,1,9,4,3,4,4,0,1,0,2,0,0,1,0,0,1,2,3,0,0,0,1,0,0,0,0,2,sadness,4,4,210014,"When I understood that my marriage was falling apart, and we á decided to be legally separated.",1,,,,,,,,,
405,21001,1,2,1,2,21,1,2,5,1,9,5,3,4,4,0,1,1,0,0,0,0,0,0,1,2,3,0,0,0,1,3,0,0,1,1,disgust,4,4,210015,"At an anti-pornography meeting, when samples from films and á magazines were shown.",1,,,,,,,,,
406,21002,1,2,2,1,25,1,2,6,4,9,2,4,3,4,0,0,0,0,0,0,0,0,1,3,1,3,3,0,1,0,0,3,3,2,0,fear,3,4,210022,"After my car accident, when I woke up in a heap of stones.",1,,,,,,,,,
407,21002,1,2,2,1,25,1,2,6,4,9,3,4,1,4,0,0,0,2,0,0,0,0,0,1,3,3,0,0,0,0,1,2,2,1,0,anger,1,4,210023,"When I tried to put up a tent some years ago, I was teased and á hindered by my cousin.",1,,,,,,,,,
408,21002,1,2,2,1,25,1,2,6,4,9,4,4,4,3,3,1,2,2,0,0,1,0,1,1,1,3,2,2,0,4,0,2,2,0,2,sadness,4,3,210024,When my grandfather died.,1,,,,,,,,,
409,21002,1,2,2,1,25,1,2,6,4,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,disgust,0,0,210025,NO RESPONSE.,1,,,,,,,,,
410,21003,1,2,3,1,26,1,2,7,1,9,2,4,4,2,1,0,2,2,1,0,0,0,2,2,2,3,3,0,0,5,0,3,3,0,0,fear,4,2,210032,My father has a chronic desease. In the autumn of 1983 he had a á very strong fit or seizure.,1,,,,,,,,,
411,21003,1,2,3,1,26,1,2,7,1,9,3,4,3,3,1,0,0,0,0,0,0,1,2,1,1,3,2,3,2,5,3,2,2,0,0,anger,3,3,210033,"A drunken friend of mine was beating up another friend, who was á also drunk.",1,,,,,,,,,
412,21003,1,2,3,1,26,1,2,7,1,9,4,2,4,2,1,0,0,1,1,0,0,0,1,2,2,2,3,0,0,4,0,2,2,1,0,sadness,4,2,210034,When I didn't get a certain job at Lillehammer which I wanted á very much.,1,,,,,,,,,
413,21003,1,2,3,1,26,1,2,7,1,9,5,3,4,2,1,0,2,0,1,0,0,0,1,2,1,3,3,3,3,3,0,1,1,0,0,disgust,4,2,210035,My boss on the job failed to keep his promise about something he á knew was extremely important to me.,1,,,,,,,,,
414,21004,1,2,4,1,22,1,2,7,6,9,2,4,4,4,3,0,1,0,0,0,0,0,0,1,1,3,0,1,1,5,0,2,3,1,0,fear,4,4,210042,"A \near-accident\"" in a car, driving too fast on an icy road.""",1,,,,,,,,,
415,21004,1,2,4,1,22,1,2,7,6,9,3,3,4,4,3,1,0,1,1,0,0,0,1,1,2,3,3,3,0,5,2,3,2,2,1,anger,4,4,210043,"My mother and her friends were speaking badly about my father á when they were separated, and my brothers and sisters and myself á were allowed to listen.",1,,,,,,,,,
416,21004,1,2,4,1,22,1,2,7,6,9,4,3,4,2,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0,5,1,3,3,0,0,sadness,4,2,210044,"Being bored in school, not being able to marry and have children.",1,,,,,,,,,
417,21004,1,2,4,1,22,1,2,7,6,9,5,3,4,4,2,0,1,0,0,0,0,1,0,2,2,3,3,3,0,3,3,0,3,3,0,disgust,4,4,210045,When my mother's new husband treated her and my brothers and á sisters badly.,1,,,,,,,,,
418,21005,1,2,5,1,26,1,0,8,8,9,2,4,3,3,1,0,0,1,0,1,0,0,0,2,1,3,2,0,4,0,1,1,0,1,0,fear,3,3,210052,"I was hunting, and was lost in the fog in the mountains.",1,,,,,,,,,
419,21005,1,2,5,1,26,1,0,8,8,9,3,2,1,1,1,0,0,1,0,0,0,0,2,2,2,2,2,2,3,5,0,2,0,0,0,anger,1,1,210053,"I was accused of a misdemeanour, unjustly.",1,,,,,,,,,
420,21005,1,2,5,1,26,1,0,8,8,9,4,4,4,3,0,1,0,2,0,1,1,0,0,3,2,3,3,2,1,3,0,1,0,0,2,sadness,4,3,210054,When my girlfriend left me.,1,,,,,,,,,
421,21005,1,2,5,1,26,1,0,8,8,9,5,4,1,1,0,0,1,0,0,0,0,0,0,2,1,3,2,0,1,1,2,0,2,1,0,disgust,1,1,210055,Slaughtering of animals.,1,,,,,,,,,
422,21006,1,2,6,1,28,1,2,4,1,9,2,4,3,1,4,2,2,0,0,0,0,0,0,1,2,3,1,0,1,1,3,2,0,0,2,fear,3,1,210062,"Climbing a mountain, I got stuck and realized I could get neither á up nor down.",1,,,,,,,,,
423,21006,1,2,6,1,28,1,2,4,1,9,3,4,0,4,3,0,2,0,1,0,0,0,0,3,3,3,3,0,3,0,3,2,0,1,0,anger,0,4,210063,Meeting generally dominating persons in social occasions.,1,,,,,,,,,
424,21006,1,2,6,1,28,1,2,4,1,9,4,3,4,3,0,0,0,0,0,0,0,0,0,1,1,3,3,0,3,5,0,2,1,3,0,sadness,4,3,210064,"Discovering that Lillehammer provided no musical environment that á suits my taste, even though I had been told so.",1,,,,,,,,,
425,21006,1,2,6,1,28,1,2,4,1,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,disgust,0,0,210065,Can't describe any disgust situation.,1,,,,,,,,,
426,21007,1,2,7,2,33,2,2,8,1,9,2,3,3,4,2,0,1,2,0,0,0,0,2,1,1,3,0,0,3,0,0,3,2,3,0,fear,3,4,210072,When I almost ran over a small boy who suddenly was in front of á my car.,1,,,,,,,,,
427,21007,1,2,7,2,33,2,2,8,1,9,3,3,4,4,3,0,2,2,0,0,0,0,1,1,2,3,1,3,2,1,3,3,1,3,0,anger,4,4,210073,"When my father phoned me to come home from my vacation, since he á no longer had the time to look after my garden and animals.",1,,,,,,,,,
428,21007,1,2,7,2,33,2,2,8,1,9,4,2,4,3,1,0,0,1,1,0,1,0,0,2,1,3,0,0,4,1,0,0,3,0,1,sadness,4,3,210074,When I was told that a good friend was seriously ill.,1,,,,,,,,,
429,21007,1,2,7,2,33,2,2,8,1,9,5,4,4,4,3,0,0,1,0,0,0,0,1,2,1,3,0,3,2,3,3,2,1,3,0,disgust,4,4,210075,When I learned that a relative had been spreading rumours about á me.,1,,,,,,,,,
430,21008,1,2,8,2,21,1,2,2,4,9,2,3,1,4,3,0,0,0,1,0,0,0,0,1,1,3,2,0,4,4,0,2,2,1,0,fear,1,4,210082,"After having watched a crime show on the TV, I was about to take á the dog for a walk. Then, suddenly, there was a man on the á porch... (We live some distance away from other people).",1,,,,,,,,,
431,21008,1,2,8,2,21,1,2,2,4,9,3,1,4,3,1,0,0,2,0,0,0,0,2,1,1,3,3,3,4,1,2,1,1,3,0,anger,4,3,210083,When my car suddenly broke down !,1,,,,,,,,,
432,21008,1,2,8,2,21,1,2,2,4,9,4,2,4,4,2,0,1,1,0,0,1,0,0,2,1,3,2,3,2,5,3,1,1,0,1,sadness,4,4,210084,When an earlier friend was spreading negative rumours about me.,1,,,,,,,,,
433,21008,1,2,8,2,21,1,2,2,4,9,5,2,1,2,0,0,0,1,0,0,0,0,0,2,1,3,2,2,4,4,2,2,2,1,0,disgust,1,2,210085,"There is a certain person, whom I only have seen. He makes me á cringe, feel disgust.",1,,,,,,,,,
434,21009,1,2,9,2,21,1,2,8,1,9,2,4,2,3,2,0,0,1,1,0,0,0,0,1,2,3,0,0,0,1,3,0,0,1,0,fear,2,3,210092,"After seeing a terror movie at the cinema, I was so scared that I á couldn't even drive the car into the garage. I often thought á about the film afterwards, hoping such things couldn't exist in á the \real world\"".""",1,,,,,,,,,
435,21009,1,2,9,2,21,1,2,8,1,9,3,4,1,2,1,0,0,2,0,0,0,0,1,1,2,0,0,0,4,4,2,0,0,1,0,anger,1,2,210093,"Angry with my brother, who was making fun of me, teasing me.",1,,,,,,,,,
436,21009,1,2,9,2,21,1,2,8,1,9,4,4,4,4,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,1,0,0,0,0,1,sadness,4,4,210094,When my gradmother died.,1,,,,,,,,,
437,21013,1,2,13,1,29,1,2,4,1,9,2,4,3,3,0,0,0,0,0,0,0,0,1,3,1,3,3,0,1,5,0,2,0,0,0,fear,3,3,210132,I lost my way on a trip in the mountains.,1,,,,,,,,,
438,21013,1,2,13,1,29,1,2,4,1,9,3,4,4,4,1,0,0,0,0,0,0,0,0,2,2,3,3,3,2,3,3,0,1,1,0,anger,4,4,210133,"Being subject to unfair treatment in a working group, someone á \bending the rules\"" was protected by the boss. This resulted in á","more work for the others.""",1,,,,,,,,
439,21013,1,2,13,1,29,1,2,4,1,9,4,4,4,4,0,1,0,1,0,0,1,0,0,2,2,2,0,2,0,1,0,2,2,1,2,sadness,4,4,210134,The death of a close friend.,1,,,,,,,,,
440,21013,1,2,13,1,29,1,2,4,1,9,5,4,4,4,0,0,0,0,0,0,0,1,0,2,1,3,0,0,4,3,3,2,1,3,0,disgust,4,4,210135,"Was confronted with a person having negative thoughts of other á people because of their social status, beliefs, color and á outlook on life (perspective).",1,,,,,,,,,
441,21014,1,2,14,2,26,1,2,5,1,9,2,1,3,2,3,1,0,0,1,0,0,1,0,2,2,2,3,0,3,3,0,3,1,1,1,fear,3,2,210142,"Before getting back the results of a test in school, when I had á worked very hard and was worried about not succeeding.",1,,,,,,,,,
442,21014,1,2,14,2,26,1,2,5,1,9,3,1,1,2,1,0,2,2,1,0,0,1,1,3,2,3,2,2,2,4,1,1,1,1,0,anger,1,2,210143,"One of my best friends accused me of giving up to early on á problems. It was only a casual remark on her side, but I was á angry and hurt.",1,,,,,,,,,
443,21014,1,2,14,2,26,1,2,5,1,9,4,1,4,3,1,2,2,1,1,0,0,1,2,2,3,3,3,2,0,1,1,0,1,3,2,sadness,4,3,210144,"Realizing that school will soon be over, and we will all go á different ways, perhaps never meeting again our friends from this á year.",1,,,,,,,,,
444,21014,1,2,14,2,26,1,2,5,1,9,5,2,2,2,1,0,2,1,0,0,0,1,2,1,1,2,2,3,3,5,3,2,2,3,0,disgust,2,2,210145,In a public swimming hall I saw a very aggressive man who á practically attacked the children who got in his way when he was á swimming.,1,,,,,,,,,
445,21015,1,2,15,2,27,8,0,5,7,9,2,1,0,4,3,0,0,2,0,0,0,0,1,2,1,3,3,0,3,1,3,1,0,1,0,fear,0,4,210152,"One dark night with no street lights, a car was obviously á following me.",1,,,,,,,,,
446,21015,1,2,15,2,27,8,0,5,7,9,3,3,3,3,3,0,0,1,1,0,0,0,2,1,1,3,2,3,0,5,2,2,0,0,0,anger,3,3,210153,"I was subject to false accusations, and got very angry.",1,,,,,,,,,
447,21015,1,2,15,2,27,8,0,5,7,9,4,2,4,4,0,0,0,1,0,0,1,0,0,3,1,3,0,3,4,1,0,0,0,0,1,sadness,4,4,210154,I was told by a good friend that we couldn't be friends any more á because of his relationship with another girl.,1,,,,,,,,,
448,21015,1,2,15,2,27,8,0,5,7,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,disgust,0,0,210155,"This is difficult, since I don't remember feeling disgust towards á anyone.",1,,,,,,,,,
449,21016,1,2,16,1,22,8,2,2,2,9,2,4,1,3,1,0,0,0,0,0,0,0,0,3,1,3,0,3,2,1,3,2,0,0,0,fear,1,3,210162,"I was beaten up at a private New Year's party once, through no á fault of mine.",1,,,,,,,,,
450,21016,1,2,16,1,22,8,2,2,2,9,3,2,1,2,0,0,0,0,0,0,0,0,0,1,1,3,3,3,3,4,3,2,1,2,0,anger,1,2,210163,"I felt unfairly treated at an airport, being told to use a á different counter (for domestic traffic only).",1,,,,,,,,,
451,21016,1,2,16,1,22,8,2,2,2,9,4,4,4,2,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,4,0,0,2,1,0,sadness,4,2,210164,When my grandmother died.,1,,,,,,,,,
452,21016,1,2,16,1,22,8,2,2,2,9,5,4,4,3,0,0,0,0,0,0,0,0,0,3,1,3,0,3,0,4,0,0,0,1,0,disgust,4,3,210165,The murder of two girls on a school trip to Berlin (and sexual á crimes generally) a couple of years ago.,1,,,,,,,,,
453,21017,1,2,17,2,22,8,2,7,6,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fear,0,0,210172,Not applicable to myself.,1,,,,,,,,,
454,21017,1,2,17,2,22,8,2,7,6,9,3,2,4,4,0,0,0,0,1,0,0,0,0,2,1,3,3,3,3,1,3,0,1,1,0,anger,4,4,210173,When students in our working group showed no responsibility or á interest in our work.,1,,,,,,,,,
455,21017,1,2,17,2,22,8,2,7,6,9,4,4,4,4,0,2,0,1,1,0,0,0,0,2,3,3,1,0,0,1,1,1,0,0,2,sadness,4,4,210174,A very close friend left me.,1,,,,,,,,,
456,21017,1,2,17,2,22,8,2,7,6,9,5,2,3,3,0,0,2,0,0,0,0,1,0,1,2,3,0,3,3,0,3,2,1,3,0,disgust,3,3,210175,"Some people were unfairly treated, because of their á nationality/colour.",1,,,,,,,,,
457,21018,1,2,18,2,20,1,2,6,6,9,2,1,1,4,2,1,1,4,0,0,1,1,0,3,1,3,3,3,2,1,0,1,0,1,2,fear,1,4,210182,A letter from my boyfriend began in such a way that I thought he á was going to end our relationship. I was afraid of reading the á rest.,1,,,,,,,,,
458,21018,1,2,18,2,20,1,2,6,6,9,3,4,2,4,1,0,0,3,1,0,0,0,0,1,1,3,3,3,2,1,3,2,0,0,0,anger,2,4,210183,"My nephew is a deaf and also \hyperactive\"" boy. I had been á","responsible for looking after him for a full day, and was very á",tired. Then he suddenly grabbed a knife and stabbed me in the á,"leg. I got so angry that I didn't feel any pain.""",1,,,,,,
459,21018,1,2,18,2,20,1,2,6,6,9,4,1,4,3,0,1,0,2,0,0,1,0,1,1,3,3,3,3,4,1,0,2,3,0,2,sadness,4,3,210184,A woman I know is slowly dying from cancer. Observing this á process makes me sad.,1,,,,,,,,,
460,21018,1,2,18,2,20,1,2,6,6,9,5,3,4,2,0,0,0,2,1,0,0,0,0,3,1,3,2,3,2,3,3,2,1,0,0,disgust,4,2,210185,Close friends talking badly of other friends.,1,,,,,,,,,
461,21019,1,2,19,2,22,8,2,6,6,9,2,3,4,3,0,0,0,0,1,0,0,0,0,2,2,3,3,0,0,1,0,1,0,0,0,fear,4,3,210192,Fearing the use of power or reprimands when I belong to the á minority.,1,,,,,,,,,
462,21019,1,2,19,2,22,8,2,6,6,9,3,2,4,2,0,0,0,0,0,0,0,1,0,1,2,0,1,2,0,5,0,2,2,3,0,anger,4,2,210193,"A close friend first said he accepted an agreement, but later á used that agreement as a reason for attacking me.",1,,,,,,,,,
463,21019,1,2,19,2,22,8,2,6,6,9,4,3,4,2,0,0,0,0,1,0,0,0,0,1,2,3,1,0,0,2,1,0,0,3,0,sadness,4,2,210194,When realizing that my girlfriend and myself in fact had started á the process of breaking up.,1,,,,,,,,,
464,21019,1,2,19,2,22,8,2,6,6,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,disgust,0,0,210195,"Political and military trnsgressions around the world, generally á speaking. This cannot be described through this questionaire.",1,,,,,,,,,
465,21020,1,2,20,2,19,1,2,8,8,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fear,0,0,210202,Doesn't apply.,1,,,,,,,,,
466,21020,1,2,20,2,19,1,2,8,8,9,3,2,4,4,0,1,2,2,0,0,1,1,1,1,3,3,1,0,0,1,3,3,1,3,2,anger,4,4,210203,"When I tried to breake it up with my boyfriend, and he refused to á let me go.",1,,,,,,,,,
467,21020,1,2,20,2,19,1,2,8,8,9,4,4,4,4,1,1,0,1,0,0,1,0,0,1,3,3,2,0,1,1,0,2,0,0,2,sadness,4,4,210204,Having to go back home form the U.S. after having been there for á ten weeks to visit my brother and his family.,1,,,,,,,,,
468,21020,1,2,20,2,19,1,2,8,8,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,disgust,0,0,210205,Doesn't apply.,1,,,,,,,,,
469,21021,1,2,21,1,23,1,2,5,4,9,2,4,4,4,4,0,1,3,0,0,1,0,0,1,1,3,3,2,4,4,1,2,3,0,1,fear,4,4,210212,Falling off a cliff in the mountains.,1,,,,,,,,,
470,21021,1,2,21,1,23,1,2,5,4,9,3,4,1,4,3,1,2,2,0,0,0,1,1,2,2,3,2,1,1,4,3,1,1,0,1,anger,1,4,210213,Having a fight with a class mate.,1,,,,,,,,,
471,21021,1,2,21,1,23,1,2,5,4,9,4,1,3,1,0,0,0,1,0,1,0,0,0,2,2,3,3,1,1,5,2,2,3,3,0,sadness,3,1,210214,When the gear broke on my car.,1,,,,,,,,,
472,21021,1,2,21,1,23,1,2,5,4,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,disgust,0,0,210215,Can't remember having had this feeling.,1,,,,,,,,,
473,21022,1,2,22,2,21,1,2,7,4,9,2,4,1,2,2,0,0,0,0,0,0,0,0,3,3,3,2,1,1,4,1,1,2,0,0,fear,1,2,210222,Going home alone through the forest after a girl guide (scout ?) á meeting.,1,,,,,,,,,
474,21022,1,2,22,2,21,1,2,7,4,9,3,1,1,1,3,0,2,2,0,0,0,0,2,1,3,2,1,3,3,5,0,2,1,0,0,anger,1,1,210223,I get angry when people disbelieve me or misunderstand me.,1,,,,,,,,,
475,21022,1,2,22,2,21,1,2,7,4,9,4,3,4,4,0,1,1,0,0,0,0,0,0,2,1,3,2,1,4,1,0,2,2,0,1,sadness,4,4,210224,At the death of a close relative.,1,,,,,,,,,
476,21022,1,2,22,2,21,1,2,7,4,9,5,4,3,3,0,0,0,0,0,0,0,0,0,3,2,3,0,3,2,1,0,1,1,0,0,disgust,3,3,210225,"Having been unjustly punished, I feel disgust towards the person á responsible.",1,,,,,,,,,
477,21023,1,2,23,1,25,1,2,4,1,9,2,4,3,3,4,0,0,1,1,0,0,0,0,2,2,3,3,0,1,2,0,3,3,2,0,fear,3,3,210232,"Climbing a mountain where the rocks were very loose. When we á realized the danger, we were very high up, but still had a long á climb ahead.",1,,,,,,,,,
478,21023,1,2,23,1,25,1,2,4,1,9,3,3,4,3,1,0,2,1,0,0,0,0,1,1,2,3,3,0,2,5,3,3,1,3,0,anger,4,3,210233,"Being a spokesman for the union, I got into a quarrel with a á colleague who had been acting disloyally over a sustained period á of time.",1,,,,,,,,,
479,21023,1,2,23,1,25,1,2,4,1,9,4,4,4,4,0,1,0,1,0,0,1,0,0,2,3,3,0,3,4,1,0,0,3,0,2,sadness,4,4,210234,"When my grandfather died, with whom I had a very close á relationship.",1,,,,,,,,,
480,21023,1,2,23,1,25,1,2,4,1,9,5,4,4,3,0,1,0,1,0,0,0,0,0,3,3,2,1,0,1,4,3,0,0,0,1,disgust,4,3,210235,"Reading about executions and massacres which happened during á World War II, I felt disgust towards those who did it.",1,,,,,,,,,
481,21024,1,2,24,1,27,0,2,7,1,9,2,1,1,4,0,0,1,0,0,0,0,0,1,1,2,1,1,3,3,1,1,1,1,3,0,fear,1,4,210242,"When I realized that we are living on borrowed time, and that the á nuclear holocaust appears to come closer every day.",1,,,,,,,,,
482,21024,1,2,24,1,27,0,2,7,1,9,3,3,1,2,1,0,0,1,0,0,0,0,0,1,1,3,1,2,2,5,1,3,3,3,0,anger,1,2,210243,"When others let me down, fail to keep agreements.",1,,,,,,,,,
483,21024,1,2,24,1,27,0,2,7,1,9,4,3,4,3,1,0,1,1,0,0,0,0,0,1,1,3,0,0,4,1,1,1,3,0,0,sadness,4,3,210244,Death in the close family.,1,,,,,,,,,
484,21024,1,2,24,1,27,0,2,7,1,9,5,3,3,3,1,0,0,1,0,0,0,0,0,2,1,3,3,3,0,1,1,1,3,1,0,disgust,3,3,210245,When people manipulate others through appearing better than what á they really are.,1,,,,,,,,,
485,21025,1,2,25,2,21,1,2,5,5,9,2,3,4,4,2,0,1,0,1,0,0,0,1,2,1,3,0,3,3,1,3,1,0,0,0,fear,4,4,210252,I came home and discovered that someone had broken in. Then I á realized that they probably were still there.,1,,,,,,,,,
486,21025,1,2,25,2,21,1,2,5,5,9,3,4,3,2,1,1,0,0,0,0,0,0,1,3,1,3,0,3,2,3,0,1,1,0,1,anger,3,2,210253,I was accused of having drunk a bottle of liquor and then á refilling with water.,1,,,,,,,,,
487,21025,1,2,25,2,21,1,2,5,5,9,4,2,4,4,0,1,0,1,0,0,1,0,0,2,2,3,1,0,2,1,0,1,1,0,2,sadness,4,4,210254,"Got a package from my parents, without even a small note á enclosed.",1,,,,,,,,,
488,21025,1,2,25,2,21,1,2,5,5,9,5,3,4,4,0,1,1,1,0,0,1,0,0,2,1,3,0,3,2,5,0,2,1,0,2,disgust,4,4,210255,"Quarreling with my father, when he made false assertions.",1,,,,,,,,,
489,21026,1,2,26,1,22,1,0,8,1,9,2,2,1,2,1,1,0,0,0,0,0,0,0,3,3,0,0,0,1,1,0,1,2,0,1,fear,1,2,210262,Before important sports events.,1,,,,,,,,,
490,21026,1,2,26,1,22,1,0,8,1,9,3,4,3,3,2,0,1,1,0,0,0,0,1,1,1,3,3,3,1,1,0,1,1,2,0,anger,3,3,210263,When colliding with my car. I myself was to blame.,1,,,,,,,,,
491,21026,1,2,26,1,22,1,0,8,1,9,4,2,3,3,0,1,0,1,1,0,1,0,0,0,1,3,0,0,1,1,0,1,1,0,2,sadness,3,3,210264,"Not succeeding in a cross-country skiing competition, which I á intended to win.",1,,,,,,,,,
492,21026,1,2,26,1,22,1,0,8,1,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,disgust,0,0,210265,Can't remember any episode of disgust.,1,,,,,,,,,
